"";"region";"state";"date";"epi_week";"newCases";"accumCases";"newDeaths";"accumDeaths";"newRecovered";"newFollowup";"pop";"state_code"
"1430";"Northeast";"PE";2024-01-24;4;0;1222190;0;23201;NA;NA;9557071;"26"
"1431";"Northeast";"PE";2024-01-25;4;0;1222190;0;23201;NA;NA;9557071;"26"
"1432";"Northeast";"PE";2024-01-26;4;0;1222190;0;23201;NA;NA;9557071;"26"
"1433";"Northeast";"PE";2024-01-27;4;2910;1225100;4;23205;NA;NA;9557071;"26"
"1434";"Northeast";"PE";2024-01-28;5;0;1225100;0;23205;NA;NA;9557071;"26"
"1435";"Northeast";"PE";2024-01-29;5;0;1225100;0;23205;NA;NA;9557071;"26"
"1436";"Northeast";"PE";2024-01-30;5;0;1225100;0;23205;NA;NA;9557071;"26"
"1437";"Northeast";"PE";2024-01-31;5;0;1225100;0;23205;NA;NA;9557071;"26"
"1438";"Northeast";"PE";2024-02-01;5;0;1225100;0;23205;NA;NA;9557071;"26"
"1439";"Northeast";"PE";2024-02-02;5;0;1225100;0;23205;NA;NA;9557071;"26"
"1440";"Northeast";"PE";2024-02-03;5;1952;1227052;3;23208;NA;NA;9557071;"26"
"1441";"Northeast";"PE";2024-02-04;6;0;1227052;0;23208;NA;NA;9557071;"26"
"1442";"Northeast";"PE";2024-02-05;6;0;1227052;0;23208;NA;NA;9557071;"26"
"1443";"Northeast";"PE";2024-02-06;6;0;1227052;0;23208;NA;NA;9557071;"26"
"1444";"Northeast";"PE";2024-02-07;6;0;1227052;0;23208;NA;NA;9557071;"26"
"1445";"Northeast";"PE";2024-02-08;6;0;1227052;0;23208;NA;NA;9557071;"26"
"1446";"Northeast";"PE";2024-02-09;6;0;1227052;0;23208;NA;NA;9557071;"26"
